,Q1,Q9a,Q9b,Q9c,Q9d,Q9e,Q16a,Q16b,Q16c,Q16d,Q16e,Q16f,Q16g,Q16h,Q16i,Q17a,Q17b,Q17c,Q17d,Q18,Q20,Q22,p_gender_sdc,p_age_group_sdc,p_education_sdc,gambled_before
765,4,3,4,3,4,4,1,3,4,1,3,2,1,4,3,2,3,2,2,2,8,3,1,3,1,0
766,4,3,3,2,3,2,4,1,1,3,1,4,4,1,1,4,1,4,3,7,7,3,1,2,1,1
767,2,3,3,2,2,2,3,1,1,4,3,3,3,2,2,1,1,4,4,4,8,1,2,2,2,0
768,2,4,3,2,2,3,2,1,1,4,1,4,4,1,1,4,1,4,3,6,6,1,2,4,3,0
769,4,2,4,2,3,2,2,1,2,3,1,4,3,2,2,4,1,3,3,5,7,3,1,3,1,0
770,2,3,3,3,3,3,3,2,1,3,1,2,3,3,1,3,2,3,2,6,7,1,2,2,2,0
771,2,3,3,3,2,3,2,1,1,2,1,4,3,3,2,3,2,2,3,4,8,1,1,2,2,0
772,2,3,3,2,2,3,2,1,3,2,3,2,3,4,3,2,3,2,3,3,5,1,2,4,2,0
773,3,3,3,3,3,3,3,2,2,3,2,3,4,3,2,2,2,3,3,3,8,3,2,2,1,1
774,1,2,3,2,2,2,2,1,2,3,1,3,3,2,2,2,2,2,2,10,10,2,1,2,1,1
775,2,3,3,3,3,2,2,3,3,3,3,3,3,4,2,3,3,3,2,5,5,1,2,1,2,0
776,2,4,3,2,3,3,2,1,1,4,2,4,4,3,2,4,2,4,2,6,10,3,2,2,1,1
777,2,4,4,3,3,3,3,2,2,3,2,3,3,2,2,3,2,2,3,7,10,3,2,2,1,1
778,2,3,4,2,2,3,3,1,1,3,2,2,2,3,1,2,1,3,4,7,5,1,1,2,3,0
779,2,2,3,3,3,3,3,2,1,2,2,4,4,1,1,3,1,2,3,1,5,3,2,3,1,1
780,2,3,3,3,3,2,2,1,2,4,1,4,4,3,1,4,2,3,2,8,3,3,2,3,1,1
781,2,3,3,3,2,2,3,1,2,3,2,4,3,2,2,3,2,3,2,5,7,3,2,3,2,0
782,1,3,2,2,3,3,3,1,1,4,1,4,4,1,1,4,1,4,4,2,1,3,2,4,2,1
783,2,2,2,1,2,2,2,3,2,2,2,2,3,2,1,2,1,2,2,7,7,2,1,1,3,1
784,4,3,3,2,3,3,3,2,2,3,2,3,3,3,2,3,2,3,3,5,5,3,2,2,1,0
785,2,3,3,3,3,4,2,2,4,2,3,2,2,4,2,3,4,2,2,8,8,3,2,4,1,0
786,1,2,2,2,2,2,1,2,2,2,2,3,3,3,2,3,3,2,2,6,8,3,1,2,1,1
787,4,3,3,1,3,4,2,2,2,2,2,2,3,2,3,3,2,3,2,7,7,1,2,3,1,0
788,2,1,4,4,4,4,2,1,1,4,1,4,4,1,3,4,1,4,4,8,8,3,1,4,1,1
789,4,4,4,4,4,4,3,1,1,4,1,4,4,3,2,4,1,4,2,7,8,1,1,2,2,0
790,2,4,3,3,3,3,2,2,2,3,2,3,3,3,2,3,2,2,3,4,9,3,1,3,1,0
791,4,4,3,3,2,3,4,1,2,2,4,4,1,3,1,3,2,3,3,3,8,1,2,4,3,0
792,1,4,4,1,4,4,2,1,1,2,1,4,4,4,1,4,1,4,4,7,7,3,1,2,1,0
793,1,3,3,3,3,3,2,3,3,2,3,2,3,3,2,2,3,2,2,1,2,1,1,2,3,0
794,1,3,2,3,2,2,2,2,2,3,2,4,3,3,2,2,2,2,2,7,8,3,2,2,1,0
795,4,4,1,3,2,3,2,3,3,1,4,2,2,4,2,1,3,2,2,2,8,2,2,1,1,0
796,2,2,3,3,3,2,2,2,2,3,2,2,3,3,2,3,2,2,3,8,7,1,1,2,2,1
797,5,3,4,3,3,2,1,1,1,3,1,4,4,4,1,3,3,-98,1,3,2,3,1,3,1,1
798,2,3,1,2,1,2,3,1,1,3,1,4,4,1,1,4,1,3,4,7,8,1,1,3,2,1
799,5,3,3,3,3,3,4,1,1,1,1,4,4,3,1,4,1,4,4,3,10,3,2,3,1,0
800,4,3,4,2,3,4,2,1,1,3,1,4,4,3,1,4,1,3,4,3,8,3,1,2,1,0
801,1,3,2,2,2,3,1,3,3,3,2,4,3,3,2,3,3,2,1,8,7,3,1,2,1,0
802,4,3,4,3,2,3,2,2,2,2,3,3,2,3,3,4,3,2,2,3,4,3,2,3,1,0
803,4,4,4,3,2,2,3,1,1,3,2,4,4,2,2,4,2,-98,-98,2,5,1,2,2,2,0
804,2,3,2,2,2,3,2,1,3,3,3,3,3,3,2,3,2,3,3,7,8,3,1,2,1,0
805,2,3,3,3,3,3,3,1,2,2,3,3,3,1,2,3,1,3,3,3,8,1,1,4,3,0
806,4,4,4,3,3,3,3,3,2,3,2,3,3,2,2,3,2,2,3,7,7,3,2,2,1,1
807,4,2,3,2,2,2,2,1,2,4,1,4,3,3,1,4,3,3,4,7,10,3,2,2,1,0
808,4,3,3,2,3,3,3,1,2,3,2,3,3,2,2,3,2,3,3,5,7,3,2,2,1,0
809,2,3,2,2,3,3,2,2,2,2,2,3,3,3,2,3,2,2,2,8,6,3,1,2,1,0
810,1,2,3,2,2,2,3,2,2,3,2,3,3,3,2,2,2,2,3,4,5,3,2,1,3,0
811,4,2,4,3,3,4,2,3,3,2,3,4,3,3,3,3,2,3,2,5,10,3,2,2,3,0
812,4,3,4,4,2,3,2,1,1,4,1,3,3,2,1,2,3,2,2,5,4,1,2,3,3,0
813,2,3,1,3,3,2,2,3,3,3,2,2,3,4,2,2,2,2,3,8,9,3,2,2,1,1
814,4,3,2,2,3,3,3,2,2,2,2,3,3,3,2,2,3,3,3,5,8,-98,2,2,3,0
815,4,3,3,3,3,3,2,1,2,3,1,4,4,1,2,2,2,2,2,7,9,1,1,3,2,1
816,2,3,3,3,3,4,3,1,3,2,2,3,2,3,2,4,2,3,3,8,8,3,2,3,2,0
817,4,3,3,2,3,2,3,2,2,3,2,4,4,2,2,3,2,3,3,7,6,3,2,2,1,1
818,2,3,3,2,2,3,3,1,1,1,1,3,3,3,1,3,3,3,2,5,5,1,2,4,3,0
819,2,4,2,4,3,4,2,1,1,3,1,4,4,2,2,4,1,3,2,8,10,1,1,4,2,1
820,1,3,3,3,3,3,3,1,1,4,1,4,4,2,2,4,1,1,4,7,5,3,2,2,2,0
821,2,3,3,3,3,4,2,2,2,2,2,4,4,3,1,4,2,3,2,6,6,1,1,3,2,0
822,2,3,3,4,2,2,2,2,3,3,2,1,3,3,2,3,2,2,3,4,4,3,2, ,1,0
823,2,3,3,3,2,2,2,2,2,3,1,3,4,2,1,2,1,2,3,5,5,3,2,2,1,1
824,4,3,4,3,3,4,4,1,1,4,1,4,4,1,1,4,1,3,4,2,5,1,2,2,2,0
825,2,3,2,2,2,2,2,1,1,3,1,4,4,1,2,4,1,3,4,3,7,1,1,3,3,0
826,2,3,4,4,3,2,3,1,1,3,2,4,4,2,2,4,2,3,3,9,8,1,1,4,3,1
827,2,3,2,1,1,2,2,2,2,3,2,3,4,3,2,3,2,3,3,8,9,3,2,3,1,0
828,2,3,3,3,3,3,4,1,1,4,4,3,4,2,1,4,1,2,3,3,9,3,2,2,1,0
829,2,2,3,2,2,1,3,1,1,4,2,3,3,2,3,2,2,2,1,2,3,3,2,1,1,1
830,4,4,4,4,3,4,3,1,1,3,2,3,4,2,1,3,2,3,3,10,5,2,2,1,3,0
831,2,4,2,3,3,3,4,1,1,4,1,4,4,1,1,4,1,4,4,6,9,1,1,3,3,1
832,4,2,4,3,3,4,3,2,2,3,3,2,2,4,3,4,2,3,4,7,5,3,2,2,1,0
833,2,3,2,3,2,3,3,2,2,3,2,3,3,2,1,4,2,4,3,4,4,1,2,3,2,0
834,1,4,2,3,3,3,2,2,3,3,2,3,4,3,2,3,2,3,3,5,5,3,2,1,1,0
835,2,3,2,2,2,1,2,2,3,2,3,2,2,3,3,2,3,2,3,7,8,3,2,2,1,0
836,4,4,2,3,3,3,2,2,3,2,3,2,3,4,4,3,3,2,1,8,9,3,2,2,1,0
837,2,1,4,3,3,2,2,2,1,2,1,2,3,3,2,3,2,4,2,6,8,1,1,4,2,0
838,4,4,3,3,3,2,3,2,3,2,2,3,3,2,2,-98,2,-98,2,10,10,1,2,4,3,0
839,2,3,3,2,3,3,3,1,1,3,2,3,4,3,2,4,2,3,3,7,8,3,2,4,1,0
840,2,4,3,3,4,3,2,3,2,2,4,3,3,4,3,3,3,3,2,6,5,1,2,3,1,0
841,4,3,3,2,3,3,2,2,3,3,3,3,3,4,2,3,3,2,3,8,9,3,1,3,3,0
842,4,2,4,3,4,4,2,1,1,3,1,4,3,2,2,3,2,3,3,8,8,3,1,2,1,1
843,2,3,3,3,3,4,2,2,2,2,1,2,2,3,1,2,1,1,2,7,8,3,1,2,1,0
844,4,4,3,2,3,3,3,2,2,2,1,3,3,3,2,3,2,2,3,3,7,3,1,3,1,0
845,2,2,3,2,3,3,2,1,2,3,2,3,3,3,2,4,2,3,3,5,4,3,1,2,3,1
846,2,1,1,1,1,1,3,1,1,3,1,4,1,1,4,3,2,3,4,7,0,3,1,2,1,1
847,2,2,2,3,3,2,2,2,2,3,3,3,3,3,2,3,2,2,3,5,6,3,1,3,1,0
848,4,2,4,3,3,3,3,1,1,3,1,3,3,2,1,4,2,3,2,7,7,2,2,3,1,0
849,2,4,3,3,3,4,2,1,2,4,1,4,4,3,1,4,2,4,3,1,7,2,2,1,3,1
850,2,3,2,2,2,2,2,1,1,4,1,4,4,1,1,1,1,3,2,10,10,3,2,2,3,1
851,3,3,3,3,2,2,2,2,2,3,2,4,3,3,2,3,2,2,3,3,5,1,2,4,3,0
852,2,3,2,3,2,3,3,1,1,3,1,3,4,2,1,3,1,3,3,8,7,1,1,3,2,1
853,2,2,2,2,1,2,2,1,2,3,1,3,2,2,2,1,2,2,3,2,8,3,1,2,1,1
854,2,3,3,3,2,3,2,2,2,2,2,3,2,3,2,3,2,3,2,3,4,3,1,4,1,0
855,4,4,3,2,3,3,3,1,3,3,2,4,3,2,2,4,1,4,4,8,7,3,1,3,1,1
856,4,4,3,3,3,3,2,2,3,3,2,3,3,4,2,4,3,3,2,7,8,3,1,2,1,0
857,2,3,3,1,3,3,2,2,2,2,3,3,3,3,3,2,2,2,2,9,7,3,2,2,1,0
858,2,3,3,4,3,2,1,2,3,2,3,2,3,4,3,2,3,2,3,6,7,1,1,4,2,0
859,4,3,3,2,3,3,2,1,3,1,3,2,3,4,1,3,3,2,2,5,5,3,1,3,1,0
860,2,4,3,1,2,3,2,2,3,3,3,3,4,3,2,3,2,3,2,4,5,3,2,1,1,0
861,2,2,3,2,3,3,2,2,3,2,2,3,2,3,3,3,3,2,2,10,8,3,1,3,3,0
862,2,3,3,2,3,4,3,1,2,2,2,3,2,3,1,3,1,3,3,6,5,3,2,4,1,0
863,2,3,2,3,2,1,2,3,3,2,4,2,2,4,4,2,3,2,2,5,5,3,1,3,1,0
864,1,3,3,2,2,2,2,2,3,4,2,2,2,3,2,3,2,3,3,7,7,1,2,2,2,0
865,2,2,2,3,2,3,2,1,2,4,1,4,3,3,2,3,2,3,3,7,7,1,2,2,2,0
866,2,3,4,2,2,3,2,2,3,3,2,3,3,4,2,3,2,2,3,4,8,3,2,2,1,0
867,1,2,2,2,2,2,3,1,1,2,1,4,3,2,1,4,1,3,4,3,6,3,2,2,2,0
868,2,4,4,2,3,3,3,2,3,3,1,2,3,3,1,4,2,2,2,9,6,1,1,2,2,0
869,2,3,3,2,2,3,2,1,3,3,1,3,2,2,2,3,2,2,3,5,9,3,1,3,1,0
870,2,4,1,3,3,3,2,1,1,4,1,4,4,1,2,3,1,4,3,6,7,3,2,4,1,0
871,2,2,3,2,3,3,3,2,2,3,4,2,4,3,2,2,2,3,2,5,7,2,2,3,1,0
872,1,3,2,2,2,2,2,2,2,3,1,3,3,2,2,3,2,2,2,7,7,1,1,4,2,0
873,2,3,3,3,3,3,2,1,2,3,2,3,4,2,1,3,2,3,3,5,8,1, ,4,2,0
874,2,2,2,1,2,2,3,1,2,2,2,4,3,3,1,3,2,3,4,7,7,2,2,2, ,0
875,2,2,2,2,1,1,3,2,2,2,2,4,3,2,2,3,2,3,3,8,9,3,2,3,3,1
876,1,3,2,2,3,3,2,2,2,4,1,3,2,3,2,3,2,3,2,6,4,3,1,4,1,1
877,4,4,4,3,4,4,3,1,1,3,1,4,4,1,2,4,1,3,4,7,9,3,2,4,1,1
878,4,3,3,2,2,3,2,2,2,2,2,3,3,3,3,4,2,3,3,6,6,1,1,3,2,0
879,1,4,3,2,3,3,2,1,2,3,2,4,3,4,3,3,3,2,3,2,5,3,2,3,1,0
880,4,2,2,1,2,2,3,1,1,4,1,3,3,2,1,2,2,2,3,7,6,1,2,2,1,0
881,5,4,4,3,3,4,4,1,1,4,1,4,4,1,1,4,1,4,4,9,8,3,2,3,1,1
882,2,4,4,3,2,2,2,3,3,3,2,3,3,3,3,2,3,3,1,6,0,3,2,3,2,0
883,4,4,4,4,3,3,2,2,2,3,2,2,2,4,2,2,2,2,2,8,6,1,1,2,2,0
884,5,3,3,3,2,3,3,1,1,2,2,3,3,3,3,3,2,2,3,5,5,3,1,4,1,0
885,2,3,3,2,3,2,3,1,1,3,1,4,3,2,2,1,2,3,3,5,6,3,2,3,2,0
886,4,2,2,2,3,3,2,1,1,3,1,4,4,2,2,4,1,3,4,9,10,1,2,3,1,0
887,2,3,3,2,2,2,3,1,2,3,2,4,4,2,2,4,1,3,3,1,1,1,2,4,3,0
888,2,3,3,4,4,4,2,1,2,2,2,3,3,3,2,3,2,3,3,4,6,1,2,3,3,0
889,2,3,2,3,2,3,1,2,3,1,4,3,3,3,3,2,3,2,1,8,8,1,1,2,2,0
890,4,3,4,2,3,4,2,1,2,2,2,3,2,3,2,4,2,2,3,7,7,3,2,3, ,1
891,4,3,3,3,3,3,3,1,1,4,1,4,4,1,1,4,1,3,4,6,8,1,2,2,3,1
892,5,4,4,3,3,3,3,1,1,4,1,4,4,3,1,3,2,2,3,3,10,1,2,2,2,0
893,5,-98,4,4,4,4,2,3,3,4,2,4,4,3,-98,2,3,2,2,1,1,1,1,3, ,1
894,4,3,3,3,2,4,3,1,1,4,1,4,3,2,1,3,1,3,3,2,9,3,1,3,1,0
895,2,3,3,3,2,2,3,1,2,3,2,3,2,3,2,4,2,2,3,6,7,1,1,3, ,0
896,4,3,4,4,2,3,2,1,2,2,1,3,2,3,2,2,2,3,3,4,5,1,1,4,3,0
897,2,3,2,3,2,1,2,1,1,1,2,2,2,4,3,4,2,3,4,5,5,1,1,4,3,0
898,2,3,2,2,2,2,2,3,3,2,3,3,2,3,3,2,3,2,2,6,6,3,2,2, ,0
899,1,2,2,2,2,2,2,2,3,1,2,2,2,4,3,2,2,2,2,8,5,1,1,2,2,0
900,2,3,1,4,2,4,2,2,2,3,2,3,2,3,1,4,2,2,1,5,5,1,2,4,3,0
901,5,4,3,3,3,3,3,2,2,3,2,3,3,3,3,3,2,3,3,6,9,3,1,3,1,1
902,2,4,3,3,2,2,1,3,3,1,3,3,3,4,4,2,3,2,1,9,7,1,2,3,2,0
903,4,3,4,3,2,4,3,1,1,3,1,3,3,1,2,4,1,3,2,6,8,3,2,3, ,1
904,2,4,3,3,3,3,2,2,1,4,2,4,3,2,1,3,1,4,3,6,7,3,2,1,1,0
905,2,3,3,3,1,3,3,2,1,3,1,3,3,1,1,3,2,3,4,3,8,3,2,4,2,1
906,2,1,2,1,2,2,3,1,3,1,3,2,2,3,2,4,1,3,3,6,9,3,1,2,1,0
907,4,3,3,3,3,3,2,2,2,3,2,3,3,2,2,2,2,3,2,4,4,3,1,3,1,0
908,5,3,2,2,2,2,2,2,1,2,2,4,3,1,2,2,3,2,1,8,5,3,1,3, ,1
909,4,3,3,1,3,3,2,1,1,3,1,4,4,3,3,4,1,4,3,5,10,3,2,3,1,0
910,2,2,3,2,3,4,2,2,1,2,2,4,4,3,3,3,2,2,3,8,8,3,1,4,2,1
911,4,4,3,2,3,3,2,1,1,2,2,4,3,3,1,3,1,2,3,7,6,3,1,3,1,1
912,2,3,3,3,2,2,2,1,1,4,1,4,4,3,2,3,2,2,2,7,9,1,1,2,3,1
913,2,4,3,3,3,4,2,1,2,3,1,3,2,3,2,3,2,3,2,8,8,3,1,3,1,0
914,4,3,3,3,4,3,3,2,2,3,2,3,4,4,3,2,2,3,3,7,5,1,2,4,2,0
915,4,3,4,3,3,3,2,2,2,3,3,3,3,3,3,2,2,2,2,5,6,1,2,2,3,1
916,2,3,2,3,2,3,3,1,2,3,2,4,4,3,2,3,2,3,3,6,8,3,1,3,2,0
917,2,3,3,2,3,3,2,2,3,2,3,3,2,3,1,3,2,2,2,7,8,1,1,3,3,0
918,2,3,3,3,2,3,2,2,3,2,3,2,2,3,2,3,3,2,2,6,4,1,1,2,3,0
919,2,4,3,4,2,2,1,1,1,3,1,3,4,3,1,4,1,3,3,8,10,3,2,4,1,1
920,2,4,3,2,4,3,3,2,2,3,1,3,3,3,2,3,2,3,2,4,7,3,2,3,1,1
921,2,4,2,2,3,3,3,1,1,4,1,4,3,2,2,4,2,2,3,7,10,3,2,2,1,1
922,2,3,3,3,3,2,2,1,3,2,1,3,4,3,1,4,1,3,3,3,3,2,2,3,1,0
923,2,2,3,3,2,2,3,2,3,3,2,3,3,3,2,2,2,2,2,6,7,1,2,4,3,0
924,2,4,3,3,3,3,2,2,2,3,3,3,3,3,3,3,2,2,3,8,6,3,2,2,1,1
925,1,3,2,3,2,2,2,2,2,2,2,2,3,3,2,3,2,2,3,6,10,1,1,3,2,0
926,4,2,2,2,2,2,3,2,2,3,3,4,4,3,3,3,2,2,4,7,7,3,2,3,1,1
927,4,4,3,3,2,3,3,1,1,4,1,4,4,1,1,4,1,3,1,4,10,1,2,3,2,0
928,5,4,1,3,2,2,2,1,1,3,2,4,4,1,1,4,1,4,4,7,7,3,1,2,2,0
929,4,2,3,2,3,3,3,1,1,2,2,4,3,3,1,4,1,3,3,7,7,3,1,2,1,0
930,4,3,3,2,3,3,2,2,1,3,1,3,4,2,1,3,2,2,3,5,4,3,2,4,2,1
931,2,1,3,2,4,4,3,2,2,4,1,3,4,3,1,1,2,1,3,3,7,3,1,3,2,0
932,1,3,2,2,3,3,2,1,2,3,1,3,2,2,1,3,2,2,3,7,7,3,1,4,3,0
933,2,4,2,3,3,3,3,2,2,2,1,3,2,3,3,3,2,2,3,6,7,1,1,3,2,0
934,4,3,2,3,3,3,2,2,2,3,2,3,3,3,2,3,2,2,2,8,6,3,1,4,1,0
935,2,3,2,3,2,2,3,2,2,3,2,-98,3,2,2,2,2,-98,3,7,5,1,2,4,3,0
936,2,3,2,2,2,2,3,1,1,3,1,3,3,2,2,3,2,2,3,8,7,3,1,2,1,1
937,1,3,3,2,3,2,1,1,3,4,4,3,4,4,2,3,2,4,3,2,2,3,1,4,3,0
938,2,2,3,2,2,3,2,2,3,2,2,2,3,3,2,3,3,2,3,9,8,1,1,4,2,0
939,4,3,3,2,2,3,3,2,3,4,2,3,2,3,2,3,2,3,3,6,8,3,1,4,1,0
940,1,4,4,3,3,3,2,2,3,3,2,2,2,4,3,2,3,2,2,8,8,3,1,4,1,0
941,2,3,2,2,2,2,2,3,2,3,1,3,3,2,1,2,2,3,3,6,8,2,2,1,3,1
942,1,3,2,2,2,3,2,2,3,2,3,2,2,3,2,2,3,2,2,5,7,1,2,4,3,0
943,2,2,3,3,2,3,2,2,3,2,3,2,2,3,2,3,2,3,3,7,7,1,1,3,3,0
944,4,3,4,2,3,4,4,1,3,4,1,4,2,3,1,3,2,3,2,6,7,1,2,4,1,0
945,2,2,2,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,2,7,9,3,2,2,1,0
946,4,3,4,3,3,3,2,2,2,3,2,3,3,3,3,3,2,3,2,3,5,1,2,4, ,1
947,4,4,2,3,1,2,2,1,1,3,1,4,4,3,2,2,2,2,2,3,9,3,1,3,1,1
948,4,3,4,2,3,4,2,1,1,2,1,4,4,3,1,3,1,2,3,4,6,2,1,2,3,0
949,4,3,3,2,2,3,3,1,2,4,2,3,3,3,2,3,1,3,3,5,8,3,2,2,1,0
950,2,3,3,3,3,3,4,1,1,3,1,4,4,1,1,4,1,4,4,5,5,1,2,3,3,0
951,2,3,3,3,2,2,3,1,2,2,2,3,3,3,2,3,1,3,3,3,5,1,2,4,3,0
952,2,3,2,3,3,3,2,2,3,2,2,3,3,4,3,2,3,2,2,6,7,1,2,2,2,0
953,4,3,3,2,3,3,4,1,1,4,1,4,4,1,1,4,1,4,4,2,9,3,1,4,1,1
954,4,3,3,3,3,3,3,1,1,4,1,4,4,1,2,4,1,3,4,6,8,1,2,2,3,1
955,2,3,3,2,3,2,3,1,2,3,2,4,3,2,1,4,1,3,4,5,8,1,1,4,2,1
956,4,3,3,3,3,4,2,1,2,2,2,3,3,3,2,2,2,2,3,7,10,3,2,2,1,0
957,2,2,2,2,2,3,3,1,2,2,2,3,3,3,2,3,2,2,3,7,7,3,2,3,1,1
958,4,3,3,3,3,4,2,2,1,4,1,4,3,2,2,1,1,4,3,7,8,3,2,3, ,0
959,1,4,2,2,3,4,2,2,2,2,1,3,2,4,1,4,2,2,2,5,7,3,1,3,1,0
960,4,3,3,3,3,3,3,2,2,3,2,3,3,2,2,-98,2,-98,3,0,8,1,2,3,3,0
961,2,4,2,3,3,2,2,1,1,2,1,3,3,2,1,4,2,3,4,3,5,3,2,4,1,1
962,2,4,3,3,3,2,2,1,2,3,2,4,4,3,2,3,2,3,2,5,7,1,2,4,3,1
963,2,3,2,3,3,3,2,2,2,3,1,3,3,2,2,3,2,3,2,9,8,3,2,3,1,1
964,4,3,3,3,2,3,2,2,2,3,2,3,2,2,2,3,2,3,3,7,7,3,1,1,1,1
965,1,3,2,2,2,2,3,2,2,2,1,4,4,3,2,3,-98,2,-98,5,7,1,1,2,2,0
966,5,4,3,3,3,3,3,1,2,2,2,2,3,3,1,3,2,2,2,8,10,1,1,4,2,0
967,2,3,3,3,2,3,4,1,1,4,1,4,4,1,1,4,4,4,4,7,7,3,2,2,1,1
968,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,3,2,2,5,7,1,1,2,2,0
969,2,3,2,3,3,3,2,1,2,3,2,3,3,3,3,4,2,3,3,8,5,3,1,3,1,1
970,1,4,2,2,2,1,2,1,2,-98,1,2,2,3,2,2,3,-98,3,3,5,1,2,2,2,0
971,2,3,4,2,2,3,3,2,2,3,2,3,3,3,2,3,2,3,3,6,5,1,1,2,2,0
972,4,3,3,3,3,3,3,1,2,3,2,4,3,2,2,4,1,3,3,7,7,1,1,2,2,0
973,2,3,2,2,1,3,1,1,2,3,1,3,3,2,2,3,2,3,4,3,6,1,2,4,3,0
974,4,3,4,3,2,2,2,1,2,4,2,3,2,3,2,2,3,2,2,7,7,3,1,4,1,0
975,2,3,3,2,2,3,1,2,4,3,2,3,3,4,3,3,3,2,2,7,5,1,2,2,2,0
976,5,4,3,2,2,2,4,1,1,3,1,4,4,1,2,4,1,2,3,5,10,1,1,3, ,1
977,1,2,3,4,3,4,2,2,2,2,3,4,4,1,2,2,2,2,3,7,10,3,2,3,1,0
978,4,3,2,3,2,2,2,2,2,2,2,3,3,3,2,4,2,2,3,6,6,3,1,2,1,0
979,2,3,3,2,1,2,4,1,1,4,4,4,4,4,1,3,4,3,4,6,7,1,1,3,2,1
980,4,2,3,2,3,3,4,2,2,2,1,3,3,3,1,4,1,3,4,7,10,3,2, ,1,1
981,2,3,2,3,2,2,3,1,1,3,1,1,3,3,2,4,2,3,2,6,5,3,2,4,1,1
982,2,3,3,2,3,2,2,2,2,2,2,3,3,3,2,3,2,1,3,7,5,1,2,4,3,0
983,1,3,3,2,2,3,2,2,3,2,2,2,3,3,3,2,2,2,3,4,8,1,2,4,3,0
984,2,4,3,3,3,3,3,1,1,3,1,4,1,1,1,4,1,1,4,5,0,1,2,3,2,0
985,2,2,3,2,3,3,3,1,2,3,2,4,3,2,2,4,2,3,3,5,6,3,2,4,1,0
986,2,3,3,3,3,2,4,1,1,3,1,3,3,1,1,4,1,4,1,6,6,1,1,4,2,1
987,2,1,3,3,2,3,2,1,2,4,1,2,3,3,1,3,1,2,3,0,6,1,2,3,3,1
988,1,4,3,3,2,3,3,2,2,3,2,3,3,3,1,2,2,3,3,6,8,3,1,2,1,0
989,1,3,3,3,3,3,3,1,3,3,2,4,3,3,2,2,2,3,3,6,5,2,2,2,3,0
990,2,3,3,3,3,3,2,1,2,2,2,4,3,3,2,3,2,3,2,8,10,3,2,4,1,0
991,4,3,4,1,4,4,1,1,1,3,1,3,4,2,1,3,2,2,2,8,10,3,1, ,1,0
992,2,2,2,2,2,2,2,1,1,3,1,4,3,2,2,2,2,3,3,7,7,1,2,3,2,0
993,2,3,3,3,2,3,3,2,3,3,3,3,3,4,1,3,2,3,2,7,7,3,2,3, ,0
994,2,3,3,2,2,3,4,1,1,4,2,4,3,1,1,3,2,3,4,7,9,3,2,3,1,1
995,4,2,3,3,2,4,3,1,1,4,1,4,4,1,1,4,1,4,4,5,9,3,2,2,1,1
996,4,4,4,4,4,4,4,1,2,3,3,3,4,3,3,4,2,4,3,7,10,1,1,2,2,0
997,4,3,2,3,2,3,3,1,2,2,2,3,3,3,3,3,2,3,2,1,7,2,2,3,1,0
998,2,3,4,2,3,3,2,2,3,2,2,2,2,3,2,3,2,3,3,9,8,3,1,2,1,0
999,5,3,2,3,2,3,2,1,3,4,2,4,3,3,1,2,3,2,2,5,7,1,2,4,3,0
1000,1,4,3,2,2,2,2,1,2,2,2,3,4,3,1,4,-98,-98,3,6,9,3,2,3,1,1
1001,4,3,3,3,3,3,2,1,2,4,1,4,4,1,2,2,2,3,4,5,5,1,1,3,2,0
1002,2,3,3,2,3,3,3,2,3,2,2,3,4,3,2,3,2,3,4,6,7,3,2,2,1,1
1003,2,3,3,3,3,3,1,3,3,3,4,4,3,3,3,2,3,2,2,7,5,1,1,3,3,0
1004,2,4,2,3,2,4,2,2,2,2,2,3,4,3,2,3,3,2,2,8,7,1,1,3,1,0
1005,2,1,2,1,2,2,4,2,2,3,2,3,3,3,1,3,2,2,3,7,6,2,2,2,1,1
1006,4,3,3,3,3,3,2,1,2,2,2,2,3,3,1,4,2,2,3,6,6,1,1,2,3,0
1007,2,2,3,3,2,2,2,1,1,2,2,3,3,3,1,3,2,-98,2,5,5,1,2,3,3,0
1008,4,4,3,4,3,3,2,1,2,3,1,3,3,3,1,3,3,2,2,2,0,3,2, ,1,1
1009,2,3,2,2,2,2,2,1,2,2,1,3,3,3,1,2,2,3,3,5,7,3,1, ,1,0
1010,5,3,3,4,3,3,1,1,3,3,3,3,4,4,3,4,3,2,3,8,10,1,2,3,3,0
1011,2,3,3,3,2,3,2,2,2,2,2,3,2,4,1,2,2,2,4,6,6,2,1,1,1,0
1012,2,4,3,3,3,4,2,2,3,2,2,2,3,4,2,3,3,2,3,5,6,1,1,1,2,0
1013,2,4,3,2,2,3,2,2,2,2,2,3,3,3,3,3,2,3,2,6,10,1,1,4,2,1
1014,1,3,3,3,2,2,2,2,3,2,2,3,2,3,3,3,2,4,3,8,6,1,2,3,2,0
1015,5,4,3,3,3,4,3,1,1,3,1,4,3,2,2,3,2,3,4,4,8,3,1,3,1,1
1016,2,3,1,3,2,3,2,2,1,3,1,3,3,2,1,4,1,3,3,4,6,1,1,4,3,0
1017,-98,3,3,-98,3,2,3,2,-98,2,2,3,3,-98,2,3,2,3,3,4,6,1,2,4,3,0
1018,4,3,3,2,4,3,3,1,1,3,2,4,3,2,2,3,2,-98,4,7,10,3,2,3,1,1
1019,2,3,3,2,3,3,2,2,2,3,2,3,3,3,2,2,2,2,2,7,5,3,1,1,1,0
